"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 06 22:07:46 GMT 2025","Wed Aug 06 22:07:46 GMT 2025","335","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userDeletesProjectTest","User should be able to delete project",""
"passed","Wed Aug 06 22:07:46 GMT 2025","Wed Aug 06 22:07:46 GMT 2025","301","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesTwoProjectsWithSameIdTest","User should not be able to create two projects with the same id",""
"passed","Wed Aug 06 22:07:40 GMT 2025","Wed Aug 06 22:07:41 GMT 2025","525","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
"passed","Wed Aug 06 22:07:39 GMT 2025","Wed Aug 06 22:07:40 GMT 2025","499","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithSameIdTest","User should not be able to create two build types with the same id",""
"passed","Wed Aug 06 22:08:28 GMT 2025","Wed Aug 06 22:09:51 GMT 2025","82878","UI tests","firefox","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Wed Aug 06 22:07:35 GMT 2025","Wed Aug 06 22:07:38 GMT 2025","2235","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Wed Aug 06 22:09:49 GMT 2025","Wed Aug 06 22:10:06 GMT 2025","16766","UI tests","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Wed Aug 06 22:07:37 GMT 2025","Wed Aug 06 22:08:43 GMT 2025","65906","UI tests","chrome","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Wed Aug 06 22:07:45 GMT 2025","Wed Aug 06 22:07:45 GMT 2025","323","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectWithIdExceedingLimitTest","User should not be able to create project with id exceeding the limit",""
"passed","Wed Aug 06 22:08:28 GMT 2025","Wed Aug 06 22:09:47 GMT 2025","79199","UI tests","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Wed Aug 06 22:07:45 GMT 2025","Wed Aug 06 22:07:45 GMT 2025","78","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","unauthorizedUserCreatesProjectTest","Unauthorized user should not be able to create project",""
