"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 04 21:55:46 GMT 2025","Mon Aug 04 21:57:07 GMT 2025","80734","UI tests","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Mon Aug 04 21:55:59 GMT 2025","Mon Aug 04 21:56:01 GMT 2025","2449","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Mon Aug 04 21:56:04 GMT 2025","Mon Aug 04 21:56:09 GMT 2025","4777","API tests","API tests","com.teamcity.api.SearchTest","com.teamcity.api.SearchTest","searchTest","User should be able to search models",""
"passed","Mon Aug 04 21:56:01 GMT 2025","Mon Aug 04 21:56:05 GMT 2025","3933","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Mon Aug 04 21:55:46 GMT 2025","Mon Aug 04 21:56:52 GMT 2025","66423","UI tests","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Mon Aug 04 21:55:59 GMT 2025","Mon Aug 04 21:56:02 GMT 2025","2819","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Mon Aug 04 21:57:09 GMT 2025","Mon Aug 04 21:57:25 GMT 2025","15711","UI tests","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Mon Aug 04 21:56:06 GMT 2025","Mon Aug 04 21:56:14 GMT 2025","8017","API tests","API tests","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildTest","User should be able to start build",""
"passed","Mon Aug 04 21:55:59 GMT 2025","Mon Aug 04 21:56:05 GMT 2025","6622","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Mon Aug 04 21:56:02 GMT 2025","Mon Aug 04 21:56:03 GMT 2025","659","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"passed","Mon Aug 04 21:56:09 GMT 2025","Mon Aug 04 21:56:09 GMT 2025","455","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectWithIdExceedingLimitTest","User should not be able to create project with id exceeding the limit",""
"passed","Mon Aug 04 21:55:46 GMT 2025","Mon Aug 04 21:57:10 GMT 2025","83879","UI tests","firefox","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Mon Aug 04 21:55:38 GMT 2025","Mon Aug 04 21:56:32 GMT 2025","53475","UI tests","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Mon Aug 04 21:55:38 GMT 2025","Mon Aug 04 21:56:45 GMT 2025","66784","UI tests","chrome","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Mon Aug 04 21:56:03 GMT 2025","Mon Aug 04 21:56:04 GMT 2025","661","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
"passed","Mon Aug 04 21:56:06 GMT 2025","Mon Aug 04 21:56:08 GMT 2025","2631","API tests","API tests","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildWithWireMockTest","User should be able to start build (with WireMock)",""
"passed","Mon Aug 04 21:56:10 GMT 2025","Mon Aug 04 21:56:10 GMT 2025","453","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userDeletesProjectTest","User should be able to delete project",""
"passed","Mon Aug 04 21:56:32 GMT 2025","Mon Aug 04 21:56:50 GMT 2025","17506","UI tests","chrome","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Mon Aug 04 21:56:10 GMT 2025","Mon Aug 04 21:56:10 GMT 2025","289","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesTwoProjectsWithSameIdTest","User should not be able to create two projects with the same id",""
"passed","Mon Aug 04 21:56:08 GMT 2025","Mon Aug 04 21:56:09 GMT 2025","349","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectTest","User should be able to create project",""
"passed","Mon Aug 04 21:56:08 GMT 2025","Mon Aug 04 21:56:08 GMT 2025","130","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","unauthorizedUserCreatesProjectTest","Unauthorized user should not be able to create project",""
"passed","Mon Aug 04 21:55:36 GMT 2025","Mon Aug 04 21:55:41 GMT 2025","4529","Surefire suite","Surefire test","com.teamcity.api.SetupAgentTest","com.teamcity.api.SetupAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Mon Aug 04 21:56:03 GMT 2025","Mon Aug 04 21:56:03 GMT 2025","515","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithSameIdTest","User should not be able to create two build types with the same id",""
"passed","Mon Aug 04 21:56:54 GMT 2025","Mon Aug 04 21:57:19 GMT 2025","24986","UI tests","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Mon Aug 04 21:55:38 GMT 2025","Mon Aug 04 21:56:43 GMT 2025","64577","UI tests","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Mon Aug 04 21:56:44 GMT 2025","Mon Aug 04 21:56:54 GMT 2025","9858","UI tests","chrome","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
