"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 07 18:44:51 GMT 2025","Thu Aug 07 18:44:52 GMT 2025","309","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userDeletesProjectTest","User should be able to delete project",""
"passed","Thu Aug 07 18:44:41 GMT 2025","Thu Aug 07 18:44:43 GMT 2025","2294","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Thu Aug 07 18:44:44 GMT 2025","Thu Aug 07 18:44:44 GMT 2025","570","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"passed","Thu Aug 07 18:44:48 GMT 2025","Thu Aug 07 18:44:50 GMT 2025","2455","API tests","API tests","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildWithWireMockTest","User should be able to start build (with WireMock)",""
"passed","Thu Aug 07 18:44:46 GMT 2025","Thu Aug 07 18:44:51 GMT 2025","4308","API tests","API tests","com.teamcity.api.SearchTest","com.teamcity.api.SearchTest","searchTest","User should be able to search models",""
"passed","Thu Aug 07 18:44:43 GMT 2025","Thu Aug 07 18:44:48 GMT 2025","4090","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Thu Aug 07 18:43:24 GMT 2025","Thu Aug 07 18:44:27 GMT 2025","63411","UI tests","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Thu Aug 07 18:44:52 GMT 2025","Thu Aug 07 18:45:04 GMT 2025","12267","UI tests","chrome","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Thu Aug 07 18:43:44 GMT 2025","Thu Aug 07 18:44:52 GMT 2025","68250","UI tests","chrome","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Thu Aug 07 18:43:44 GMT 2025","Thu Aug 07 18:44:39 GMT 2025","54816","UI tests","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Thu Aug 07 18:44:51 GMT 2025","Thu Aug 07 18:44:51 GMT 2025","247","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectTest","User should be able to create project",""
"passed","Thu Aug 07 18:44:51 GMT 2025","Thu Aug 07 18:44:51 GMT 2025","120","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","unauthorizedUserCreatesProjectTest","Unauthorized user should not be able to create project",""
"passed","Thu Aug 07 18:44:51 GMT 2025","Thu Aug 07 18:44:51 GMT 2025","278","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectWithIdExceedingLimitTest","User should not be able to create project with id exceeding the limit",""
"passed","Thu Aug 07 18:44:29 GMT 2025","Thu Aug 07 18:44:55 GMT 2025","25908","UI tests","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
