"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 06 22:56:39 GMT 2025","Wed Aug 06 22:56:42 GMT 2025","2526","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Wed Aug 06 22:57:46 GMT 2025","Wed Aug 06 22:58:34 GMT 2025","48080","UI tests","firefox","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Wed Aug 06 22:57:31 GMT 2025","Wed Aug 06 22:57:51 GMT 2025","20237","UI tests","chrome","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Wed Aug 06 22:56:50 GMT 2025","Wed Aug 06 22:56:50 GMT 2025","400","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectWithIdExceedingLimitTest","User should not be able to create project with id exceeding the limit",""
"passed","Wed Aug 06 22:57:45 GMT 2025","Wed Aug 06 22:58:15 GMT 2025","29383","UI tests","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Wed Aug 06 22:56:43 GMT 2025","Wed Aug 06 22:56:44 GMT 2025","419","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithSameIdTest","User should not be able to create two build types with the same id",""
"passed","Wed Aug 06 22:58:16 GMT 2025","Wed Aug 06 22:58:43 GMT 2025","27055","UI tests","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Wed Aug 06 22:56:42 GMT 2025","Wed Aug 06 22:56:43 GMT 2025","591","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"passed","Wed Aug 06 22:56:50 GMT 2025","Wed Aug 06 22:56:50 GMT 2025","373","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesTwoProjectsWithSameIdTest","User should not be able to create two projects with the same id",""
"passed","Wed Aug 06 22:56:32 GMT 2025","Wed Aug 06 22:57:49 GMT 2025","77401","UI tests","chrome","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Wed Aug 06 22:56:32 GMT 2025","Wed Aug 06 22:57:30 GMT 2025","58486","UI tests","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Wed Aug 06 22:56:46 GMT 2025","Wed Aug 06 22:56:49 GMT 2025","3217","API tests","API tests","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildWithWireMockTest","User should be able to start build (with WireMock)",""
"passed","Wed Aug 06 22:58:36 GMT 2025","Wed Aug 06 22:58:50 GMT 2025","14406","UI tests","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Wed Aug 06 22:56:39 GMT 2025","Wed Aug 06 22:56:46 GMT 2025","6310","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Wed Aug 06 22:57:45 GMT 2025","Wed Aug 06 22:58:34 GMT 2025","48967","UI tests","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Wed Aug 06 22:56:49 GMT 2025","Wed Aug 06 22:56:50 GMT 2025","316","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectTest","User should be able to create project",""
"passed","Wed Aug 06 22:56:44 GMT 2025","Wed Aug 06 22:56:44 GMT 2025","501","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
