"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 08 19:57:18 GMT 2025","Fri Aug 08 19:57:31 GMT 2025","12875","UI tests","chrome","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Fri Aug 08 19:57:50 GMT 2025","Fri Aug 08 19:58:13 GMT 2025","23288","UI tests","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Fri Aug 08 19:56:23 GMT 2025","Fri Aug 08 19:56:23 GMT 2025","672","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithSameIdTest","User should not be able to create two build types with the same id",""
"passed","Fri Aug 08 19:56:11 GMT 2025","Fri Aug 08 19:57:17 GMT 2025","66416","UI tests","chrome","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Fri Aug 08 19:56:22 GMT 2025","Fri Aug 08 19:56:22 GMT 2025","680","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Fri Aug 08 19:56:13 GMT 2025","Fri Aug 08 19:56:17 GMT 2025","3436","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Fri Aug 08 19:56:24 GMT 2025","Fri Aug 08 19:56:24 GMT 2025","296","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectTest","User should be able to create project",""
"passed","Fri Aug 08 19:56:23 GMT 2025","Fri Aug 08 19:56:24 GMT 2025","566","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
"passed","Fri Aug 08 19:56:25 GMT 2025","Fri Aug 08 19:56:26 GMT 2025","510","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userDeletesProjectTest","User should be able to delete project",""
"passed","Fri Aug 08 19:56:21 GMT 2025","Fri Aug 08 19:56:22 GMT 2025","546","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Fri Aug 08 19:57:16 GMT 2025","Fri Aug 08 19:57:38 GMT 2025","22023","UI tests","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Fri Aug 08 19:56:11 GMT 2025","Fri Aug 08 19:57:09 GMT 2025","57759","UI tests","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Fri Aug 08 19:56:22 GMT 2025","Fri Aug 08 19:56:23 GMT 2025","889","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"passed","Fri Aug 08 19:56:07 GMT 2025","Fri Aug 08 19:56:12 GMT 2025","4605","Surefire suite","Surefire test","com.teamcity.api.SetupAgentTest","com.teamcity.api.SetupAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Fri Aug 08 19:57:09 GMT 2025","Fri Aug 08 19:57:28 GMT 2025","18414","UI tests","chrome","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Fri Aug 08 19:53:57 GMT 2025","Fri Aug 08 19:54:54 GMT 2025","57519","Surefire suite","chrome","com.teamcity.ui.SetupServerTest","com.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Fri Aug 08 19:56:11 GMT 2025","Fri Aug 08 19:57:22 GMT 2025","70899","UI tests","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Fri Aug 08 19:56:25 GMT 2025","Fri Aug 08 19:56:25 GMT 2025","467","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesTwoProjectsWithSameIdTest","User should not be able to create two projects with the same id",""
"passed","Fri Aug 08 19:56:24 GMT 2025","Fri Aug 08 19:56:24 GMT 2025","151","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","unauthorizedUserCreatesProjectTest","Unauthorized user should not be able to create project",""
"passed","Fri Aug 08 19:56:26 GMT 2025","Fri Aug 08 19:57:48 GMT 2025","82009","UI tests","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Fri Aug 08 19:57:39 GMT 2025","Fri Aug 08 19:58:05 GMT 2025","25916","UI tests","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Fri Aug 08 19:56:17 GMT 2025","Fri Aug 08 19:56:21 GMT 2025","3667","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Fri Aug 08 19:56:13 GMT 2025","Fri Aug 08 19:56:21 GMT 2025","7773","API tests","API tests","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildWithWireMockTest","User should be able to start build (with WireMock)",""
"passed","Fri Aug 08 19:56:25 GMT 2025","Fri Aug 08 19:56:25 GMT 2025","494","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectWithIdExceedingLimitTest","User should not be able to create project with id exceeding the limit",""
"passed","Fri Aug 08 19:56:13 GMT 2025","Fri Aug 08 19:56:24 GMT 2025","11120","API tests","API tests","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildTest","User should be able to start build",""
"passed","Fri Aug 08 19:56:24 GMT 2025","Fri Aug 08 19:56:28 GMT 2025","4398","API tests","API tests","com.teamcity.api.SearchTest","com.teamcity.api.SearchTest","searchTest","User should be able to search models",""
"passed","Fri Aug 08 19:57:16 GMT 2025","Fri Aug 08 19:58:13 GMT 2025","56998","UI tests","firefox","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
